dept,date,interest,reviewText,helpcount,nothelpcount,label
History,03/26/2005,It's my life,She is one of the best things that happened to the History department,0,0,1
Biology,11/17/2013,Low,I had him my first semester Freshman year I absolutely hated biology coming into the class but his enthusiasm and entertaining presentation style made me enjoy the class,0,0,1
English,04/11/2012,Sorta interested,Brother Merrill is a great teacher His lectures are entertaining and easy to follow and understand His quizzes can be a little difficult but normally if you do the reading its not a problem,0,0,1
Psychology,02/28/2007,Low,ross is a great guy i took stats in high school and didnt like it very much but i felt ross explained it way better than i had heard it before hes very helpful and approachable i would recommend him to anyone,0,0,1
Engineering,06/16/2007,Low,Made class very easy lectured very clearly and made lecture notes available online  Highly Recommend,0,0,1
Journalism,12/11/2013,Really into it,DO YOUR SENIOR PAPER IN THIS COURSE Mark is awesome and provides great feedback I have heard horror stories about other professors for the senior paper  Mark is one of the good ones,1,0,1
Geology,12/12/2013,Really into it,Brother Miller is amazing He is clear on what he expects and makes class intresting He has a great sense of humor and is more than willing to answer any questions you may have I would definietly take another class from him I enjoyed his class TAKE HIM,0,0,1
Biology,03/28/2013,Sorta interested,Very helpful,0,0,1
Chemistry,02/24/2007,It's my life,Hes very easy to understand Sure the class is hard but its not because of his teaching style He only puts problems in the homework that youll need for exams and quizes He doesnt stress anything you dont ened to know anyway,0,0,1
Accounting,01/31/2013,Really into it,Great professor and great guy  Doesnt teach this class very often so I was lucky to get him  Completely engaging in the classroom with great sense of humor  Recommend him to anybody,0,0,1
Political Science,11/21/2005,Really into it,He kept class exciting by doing funny things everyday  As long as you talk good notes you will learn a lot and do well on the tests  I highly suggest taking his class,0,0,1
Economics,03/23/2008,Really into it,Professor Osman was a great professor You dont even need to go to class but it helps Read the book thoroughly take the online quizzes and get a hold of past exams and you will do fine This is the most interesting class I have ever taken Take this class,0,0,1
Humanities,04/14/2005,It's my life,I loved this class and Dr Parry He is interested in what he does and presents the material in a way that is easy to understand Go to the discussion sections and you will be fine,0,0,1
Geology,04/30/2007,Really into it,Everyone who says Dr Careys tests are unrelated to class material clearly didnt understand the class material The tests ask you to APPLY your knowledge not just to regurgitate it Its tough but so much more informative and interesting The material has stuck with me for a long time too Dr Carey was great,0,0,1
Humanities,12/08/2005,Really into it,He does a really good job explaining things  Sometimes things are too simplistic though but thats more the course than Russell,0,0,1
Religion,04/12/2010,Really into it,Great teacher speaks extremely fast The class was super easy as long as you didnt miss points on the busy work You have to read things before class grow a plant and write a paper on it and take one test in the testing center one on blackboard and one is a presentation to a roomate or friend on the things you learned in class Fairly easy,0,0,1
Church History,07/11/2011,It's my life,Theres a reason why hes a BYU celebrity  His classes are life changing and packed with deep doctrine You learn an incredible amount and he genuinely cares about the students  Take mission prep,0,0,1
Computer Science,06/10/2007,Really into it,Hes a brilliant guy very wellspoken and an excellent teacher Make sure you ask questions if you dont understand something unlike most CSE professors he hasnt suffered permanent damage to the Brocas area of his brain and is an excellent communicator He does NOT use the book so make sure you attend class somewhat regularly,0,0,1
Biology,03/27/2006,Really into it,he was pretty easy just be careful on the quizzes theres only like 10 questions on each so you miss 2 and your down to an 80  labs are easy just make sure you go  i didnt even really try hard and i got a B,0,0,1
Political Science,04/05/2011,Really into it,At first he was as dull as can be But sit in the front dont fall asleep take notes got really into it Read book Final was easy and tests pretty simple,0,0,1
Accounting,06/25/2009,It's my life,Hes a joke for 523  Teaches like a robot  Exams are minor variations of practice problems a bit more complex but nothing challenging  Asks questions that youll probably never encounter in the real world especially with regard to switching methods for Depreciation and Inventory  Same goes for statutory rate changes on Deferred Income Taxes,0,0,1
History,05/24/2005,Sorta interested,Took Brother Thompsons classes as many times as I could  Toughest class I experienced in college but the feeling of accomplishment afterwards is worth it,0,0,1
History,03/02/2005,It's my life,amazing and interesting to listen too my dad had him 30 years ago and loved him then too be ready to work hard but you will receive a good grade for your work really nice guy too,0,0,1
Religion,11/09/2006,Sorta interested,Brother Judd is a great teacher  His tests come straight from class lecture notes so study your notes and its a breeze  Go to class because he ALWAYS takes roll and you ALWAYS have a quiz at the beginning of lectures  The quizzes come straight from the reading but are very detailed only hard part of the class  Id take him again,0,0,1
Mathematics,07/18/2011,Sorta interested,Sister Kennelly is very nice and helpful  She needs to work on her clarity a bit when talking about assignments but she is also very understanding She will help a lot if you stop by her office The only drawback to the class is that there arent many good tutors for MATH 110  I know of one  Anyways the class is a joke but Kennelly makes it fun,0,0,1
Humanities,11/17/2008,Sorta interested,I really liked this class He makes the class really fun and you can tell he loves what he teaches Theres a quiz every day but its super easy if you do the reading Theres also group presentations and group work throughout the semester but its fun and easy as well,0,0,1
Chemistry,12/06/2006,It's my life,Best teacher Ive ever had  Its chemistry so dont expect to do good without doing problems and putting a lot of time in but Driessen does everything SHE can do for you and more  Loves when students come to office hours you will be on her good side if you do  Also tests are more calculations than conceptual questions but know them both,0,0,1
Biology,03/24/2009,Really into it,Is very motherly uses a lot of analogies and personifications Otherwise very clear the class is graded solely on exams one of which is dropped,0,0,1
Chemistry,10/26/2009,Really into it,This is an outstanding professor I think he was a big influence on me and my getting into dental school later in my academic career,0,0,1
History,05/01/2013,Sorta interested,I would recommend this course for individuals ready to leave behind all preconceived notions and ready to face some no so pretty facts about American History Her lectures are usually enriched with multipe reading sources that hightlight her points,0,0,1
Computer Science,06/10/2007,Really into it,Bettina is nice and very personal Shes helpful will answer all your questions and is an excellent orator The class material is pretty simple unless you absolutely refuse to pay attention in class or suffer moderate brain damage,0,0,1
English,03/05/2012,It's my life,Sis Papworth is the most helpful teacher I have ever had She was willing to meet with me often to discuss my essays Inclass discussions are helpful and interesting She does not overload with assignments,0,0,1
Chemistry,11/30/2005,Sorta interested,hes awesome  his exams are all multiple choice and are very similar to the practice examshe tries hard to explain everything but he messes up a lot  great professor,0,0,1
Economics,10/13/2009,Sorta interested,Fun professor as long as you looks over the powerpoints do the homework and maybe read over the book sometime youll do fine Liu makes microeconomics a good experience,0,0,1
Chemistry,12/03/2007,It's my life,finally a professor who seems to know anything and everything about the subject he teaches a little cocky but how can he not be when hes the ochem GOD wouldnt kick him out of bed but thats besides the point not only will he teach you like youve never been taught before but youll actually LEARN and feelbe smarter than ever  NOT OVERRATED,0,0,1
Music,05/20/2007,Really into it,If you dont believe in abstract ideas such as quotthe groovequot then this teacher is not for you  Be willing to actually LISTEN TO YOURSELF AND APPLY WHAT HE SAYS  I was annoyed with the people who thought they were singing correctly but were too stubborn to admit when they werent  The guy is awesome if you LISTEN,0,0,1
Biology,04/21/2013,Really into it,Weinstein team taught the class Connected well with students but the promised easier exams were far from Going to class is far from enough to learn material Posts slides online beforehand Forgot to give scheduled quizzes throughout the term which made exam grades more influential to overall grade VERY energetic be warned,0,0,1
Religion,11/29/2005,Really into it,Hes the best teacher ever,0,0,1
English,11/20/2011,It's my life,I would definitely recommend taking a class with Professor Hesford  Her subject matter is intellectually stimulating and engaging  She is very helpful if you are struggling with an assignment but she will still challenge you as a writer  Very fair grader and the assignments keep you interested in the class,0,0,1
Communication,08/23/2010,Really into it,I took him for both 101 and 230 and LOVED every minute of it  He is a great teacher who keeps you entertained so much that you dont realize how much you learned until you look back  Anybody with the opportunity to take a class from him should do it for sure,0,0,1
Chemistry,01/16/2011,Meh,She rambles mumbles stutters and makes a mistake every once in a while Her tests are fair and she frequently uses questions from the bountiful supply of old tests she gives you access to Make sure you do the calculator free multiple choice practice problems and watch out for the calculator free midterms,0,0,1
History,03/01/2008,It's my life,I love movies so I thought this class would be awesome It was pretty good but Steve lectures and lectures and lectures and its INCREDIBLY boring I managed to fall asleep almost every day He sounds like he is reading out of the textbook the way he talks I would recommend him though because the class was easy and the material interesting,0,0,1
Religion,04/08/2007,It's my life,wow Bro Kunz was absolutely amazing and I loved everything about his class I had New Testament with him and its just one of those classes that you remember FOREVER Definitely my favorite class and teacher without doubt He incorporates music in his lessons so its a lot of fun Youll never regret taking his class,0,0,1
Sociology,12/18/2005,It's my life,Didnt need to go to class but wanted to because it was so interesting  Even the pointless videos still got me to attend  Dont have to take a final exam just 3 papers,0,0,1
Engineering,02/25/2005,It's my life,This prof is too good,0,0,1
Science,09/06/2006,It's my life,Allen is the man  I cried in lecture more than once if that is any indication of how powerfull this class is,0,0,1
Psychology,04/12/2010,Really into it,Even without the curve still got an A The exams are exactly what she tells you to expect Grades papers unnecessarily hard but with the curve everyone does well B class average,0,0,1
Economics,04/25/2006,Really into it,Lars the others have said is the most entertaining and funny professor I have had at BYU  He teaches clearly and makes the class time go be fast,0,0,1
English,06/12/2006,Really into it,Twentieth Century American Lit like no other class I thought I knew all 20th century American writers until I took this seminar count on McHale to teach you something you never heard about,0,0,1
Biology,12/10/2013,Sorta interested,Bro Cauble was a really good teacher He knows his stuff and was able to answer clearly any questions we had He was easy going and joked around which made the lab fun It doesnt matter what teacher you have youre still required to memorize a lot He just made the class fun and worth my time Good Teacher,0,0,1
Political Science,01/15/2008,It's my life,Brilliant but sets high standards Still he makes the material interesting enough that you feel compelled to work at it I actually enjoyed lectures although I probably took twice the amount of notes I have in any other course Still best prof Ive had in my four years,0,0,1
Economics,11/29/2006,It's my life,Katherine makes the course really easy and is super helpful She rocks,0,0,1
Economics,04/17/2013,It's my life,TAKE HER CLASS She is super helpful and really clear with everything she says very straightforward and you know exactly what you are going to be tested on Has a great sense of humor and genuinely cares that everyone understands the material Make sure you go to class I didnt open my book once and got As on both midterms,0,0,1
Chemistry,12/26/2010,Really into it,Great teacher hard class  You really have to work for a good grade but in doing so you really get the material down Dr Wood does a good job at teaching while making the class entertaining The tests are pretty difficult not gonna lie Use ChemCompanion study the study sheetshomework and listen in lecture Id take the class from him again,0,0,1
Geology,04/18/2010,Meh,Brother Ben was such an amazing teacher Going into this class I was dreading it but I felt that he was able to make it understanding for anyone and considering that it was a lecture class I felt that it was a lot of fun and never boring  He was fricking awesome Im taking a class from him again,0,0,1
Health Science,04/11/2005,Really into it,Lectures are boring but if you take notes and pay attention you will do fine on the exams He can be very helpful if you ask,0,0,1
Physics,12/10/2010,Really into it,I enjoyed how he taught science in such a way that those who are not scientifically inclined would be able to understand,0,0,1
Humanities,05/05/2007,Low,She gives you lots of information each class but she also makes it clear that only the stuff she writes on the board is what you need to know for the test Study that and youll get an A on every test  Half of each test is on the art architecture and music but its not too difficult Attendance counts She always helps students catch up,0,0,1
Religion,04/07/2014,It's my life,Best class I have ever taken at BYU by far Dr Dorius is the nicest man ever Makes a religion class a lot of fun and educational,0,0,1
Chemistry,11/07/2008,Sorta interested,This guy really seems to love what he does  Used lots of demos to keep lecture interesting and went through examples clearly  His tests were fair and I never doubted that he had a firm grasp of the material,0,0,1
Psychology,02/29/2008,Really into it,Great instructor covered broad topics with passion  Highly recommend any chance to take her courses,0,0,1
Humanities,06/24/2013,Low,Dr Christensen is THE most interesting man you will ever meet He knows every little detail of every subject but never is condescending or rude about it Hes definitely one of my favorite teachers ever He is the sweetest and fairest man and will help you understand I dont like humanities but he changed my perspective completely Hes AMAZING,1,0,1
Theater,07/23/2008,Really into it,Loved it Matt is great and really wellversed in the subject matter Though the class was nothing like what I thought it would be I ended up really enjoying myself and getting quite a lot out of it,0,0,1
Communication,05/23/2009,Really into it,Prof Garloughs lectures are easy to follow and generally has them printed out already in your course reader The information isnt difficult to grasp and the fact that she provides many examples helps a lot too Its not hard to do well in this class if you put some effort in,0,0,1
Communication,01/04/2011,Low,nice teacher and nice guy The first class may seem intimidating but it gets better He answers all questions and if you still dont get it hell help you until you understand Read the book for sure and go to class and you will pass,0,0,1
Online Learning,03/11/2013,Really into it,I took this family history class because I needed more credits for my AS so I thought it would be an easy A There is ALOT of busy work and the teacher is kinda scatterbrained but she means well Of course I learned alot and I loved subject matter but it does take alot of focus and time to get the work done and get a passing grade,0,0,1
Mathematics,02/28/2007,It's my life,Best TA Ive ever had period Great teacher,0,0,1
Chemistry,05/26/2007,Really into it,Very willing to spend time with students and help them understand the material  Her tests can be hard  The average final test score was 53,0,0,1
Chemistry,03/10/2009,It's my life,He is an awesome teacher He helps you think of the answer yourself instead of quotfeedingquot it you His classes were always fun because he taught with tangible examples You MUST take him,0,0,1
Music,04/24/2012,It's my life,BEST CLASS EVER I love Dr Broomhead Hes the funniest most spirited enthusiastic inspiring genuinely kind and helpful professor Ive ever had I absolutely loved him and his class TAKE THIS CLASS,0,0,1
Chemistry,07/22/2010,Meh,My only complaint is that hes never taught the class before so he requires more than other teachers He has easy extra credit projects He makes the class exciting and shows VERY interesting videos I thought he rocked Oh theres also no textbook To prepare for class you watch you tube videos and online documents,0,0,1
Mathematics,01/11/2008,It's my life,WOW My last name is also Shterenberg and its a pretty rear one Maybe he is related to me somehow Does anyone know where his roots are from63,0,0,1
Law,08/03/2008,Really into it,Sanford is a great prof this class should be taken even if you dont need it to graduatea lot of useful information He keeps it interesting with stories for examples which also helps you to remember the material better Take this class,0,0,1
Sociology,12/30/2007,Really into it,Really interesting stuff Careful on the paper only peerreviewed articles and the final is cumulative,0,0,1
Economics,05/02/2007,It's my life,Shes a very good professor I have had her for both 101 and 102 She made the concepts easy to understand and her tests are pretty fair Reading the book and attending discussion is pretty much a waste of time She gives you very clear notes with good examples so if you go to lecture and think about what she talks about you will be fine,0,0,1
Economics,08/25/2010,Sorta interested,I thought this class was fun and interesting She tells you EXACTLY what will be on the midterms Its pretty much your fault if you dont get an A because she goes over everything so much Just take the time to study and youll be fine,0,0,1
Languages,12/01/2008,Really into it,Frau Peterson has made German extremely enjoyable for my entire class Shes helpful and makes everything more fun Attendance is mandatory or your grade will decrease The grading system works to the students advantage and has helped everyone Shes a great professor and I would recommend her if youre taking German,0,0,1
English,03/23/2009,Low,I WAS NEVER MUCH OF A READER BEFORE HIS CLASS AND HE MADE THE CLASS SO MUCH FUN FOR ME  HE IS A GREAT PROFESSOR AND MADE READING SO MUCH FUN FOR ME  SIDE NOTE REALLY FUNNY GUY  SORRY FOR THE CAPS JUST REALIZED IT WAS ON,0,0,1
Agriculture,05/14/2005,Sorta interested,great job,0,0,1
Physics,10/30/2010,It's my life,Hes great Just do the homework on time and figure out all the problems on time The tests are pretty hard but they can be passed,1,1,1
Political Science,12/09/2014,Really into it,Great easy class  He covers all the material in depth and is thorough in his explanations,0,0,1
Science,01/30/2008,Really into it,Professor Vimont is great He makes super corny jokes and doesnt finish a lot of his sentences but hes so adorable you cant help but giggle at him  He really makes an effort to help everyone understand more difficult concepts by repeating them or my favorite acting them out Exams arent badyou just have to know your notes,0,0,1
Accounting,04/28/2008,Sorta interested,Like the other guy said quotWhats up with all the negative comments63quot Professor Johnson is the most helpful professor I have ever had He genuinely loves his students and is willing to do anything to help ushis students,0,0,1
Economics,05/10/2009,Really into it,cont from the previous reviewon the final she allows a 1 page index card of notes which must be turned in with the exam She curves the class at the end individually using 2 of her methods which shell explain in class Whichever method is beneficial to that certain students grade shell use it Good professor,0,0,1
Chemistry,12/17/2013,Sorta interested,Dr Harle was a good professor however at times it seemed like she was annoyed by questions For some reason I found the previous midterms containing less amount of work needed to be done and never had time to finish one test completely Especially the final But alright overall,0,0,1
Biology,12/11/2008,It's my life,I LOVE DR RHEES He is the sweetest teacher ever The material is not hard but the amount of material makes it hard Memorize the packet and youll do fine It was my favorite class this semester,0,0,1
Religion,11/11/2013,Sorta interested,I love this class its my favorite one this semester Brother Merrill knows so much about the scriptures and the history too I never stop taking notes cause its so interesting I think the tests are pretty easy He gives out a study guide that I do before the test and Ive gotten As on all of them Great class,0,0,1
Engineering,11/11/2008,Really into it,Frueler is the best teacher I have this quarter He is sincerely interested in how his students preform in his class  He is very approachable and seems genuinely concerned when you come to him with questions His lectures are interesting and you can tell he really cares about the subject The class is difficult but hes an excellent professor,0,0,1
Business,11/07/2009,Sorta interested,great course i learned a lot,0,0,1
Humanities,01/10/2008,Really into it,I loved Brother Davis I looked forward to class every single day He keeps things interesting and he gets people involved in class discussions He is way talented and funny I would recommend him to anyone His tests are kind of difficult but if you study the study guide he gives you before each test youll do fine,0,0,1
English,10/20/2012,Low,Volpe will push you and challenge you to do your best He is willing to help and if you dont ask for it then it is hard to do well in his class You earn your grade in his class This class will be the most beneficial for anyones future It is a pleasure to be his student,0,0,1
Family Social Science,05/13/2010,Really into it,Tai is a blessing to his students,0,0,1
English,01/31/2011,Low,Shes a great teacher  She tries to scare you away the first day of class but it really isnt that bad  Youll learn a lot and wont do anything that doesnt help your writing improve  I definitely recommend her,0,0,1
Physics & Astronomy,04/03/2012,Really into it,He went out of his way to help me whether it was outside office hours and the scheduled lab His teachings were clear and he explained things thoroughly He speaks very clear English even though he has an accent as well,0,0,1
Religion,11/05/2008,Really into it,Awesome teacher D is great at teaching is comfortable in front of the class makes lessons interesting answers questions even if they dont pertain to the lesson plan,0,0,1
Fine Arts,04/11/2005,Really into it,Great teacher I learned a lot and enjoyed myself at the same time,0,0,1
Physics,01/15/2014,It's my life,Dr Porter is the best professor Ive had thru 4 semesters at OSU would recommend to anyone and everyone Lectures are clear an extremely focused midterms and quizzes never had curveballs final had one but the class got curved pretty nicely Overall this guy gives you a great shot at a good understanding of EQMM and a good grade to boot,1,0,1
Biology,11/20/2009,Really into it,You dont need the book if you go to lecture They are literally the same word for word,0,0,1
Economics,03/23/2009,It's my life,Great teacher who cares you need to keep up with HW and classes and you will do fine He is passionate about the concepts and it helps you learn However he is not easy due to this,0,0,1
Science,02/20/2006,Sorta interested,GREAT TEACHER,0,0,1
English,12/02/2013,Sorta interested,Dr Roberts is the best teacher Ive had at BYU so far The reading material he selects is fascinating and he leads great discussions in class His points are clear so you know exactly what to expect on the test Dr Roberts really cares about his students and his class was my favorite,0,1,1
Religion,03/17/2014,Really into it,Great teacher the Book of Mormon is just difficult for me to understand,0,0,1
Science,06/29/2007,It's my life,Dr Woolley is a great teacher He knows his stuff He does go off on tangents and his TAs write the tests but he is very fair in his grading w a generous curve He also repeatedly hints as to what quotmight be on the testquotwrite that stuff down it usually is on the test,0,0,1
Physics,03/04/2010,Really into it,Good guy teaches off of slides in class Weekly group meetings Pretty interesting class and hes a pretty understanding guy Tests arent too hard if you do your part and read the sections etc Good class to take,0,0,1
Theology,03/24/2014,Really into it,Brother Hammond is so awesome He teaches with the spirit There are no tests or quizzes except 2 memorization tests but theyre easy and you have a short paper due every class but its based on your opinion Attendance is mandatory but because hes awesome youll want to go I would recommend him to anyone for Book of Mormon,0,0,1
Languages,05/10/2007,Really into it,Excellent teacher who really keeps class interesting  She really has a lot of good insight into spanish culture not just history,0,0,1
Languages,12/12/2014,Really into it,Professor Mc Callum is a great professor  He is extremely passionate about Spanish culture and literature and his students future success in the in departmentlife He really expects a lot out of his students however so if you arent willing to devote  time and effort into this course this class is not for you,0,0,1
Religion,12/12/2012,Meh,Wow this was an easy class You are required to do reading quizzes and lecture journals for each class but these take no time at all Id say I spent maybe an hour outside of lecture on this class You need to memorize all student manual section headings though Take it from Dorius whether you enjoy religion class or not youll be satisfied,0,0,1
English,11/04/2014,Really into it,Sister Blackmun is my favorite teacher Ive ever had In my entire life She cares about her students more than any other teacher and wants us to understand the material and be successful I enjoyed the assignments and wanted to come to class The grading wasnt death either I would recommend this to anyone,0,0,1
East Asian Studies,10/06/2004,Sorta interested,Da best,0,0,1
Theater,04/04/2014,It's my life,Professor Wilkinson is a very good professor He teaches you crucial skills for public speaking and I really got better If you do all your assignments and attend class you will get a good grade As long as you work hard he will see it A lot of extra credit opportunities,0,0,1
Mathematics,12/22/2011,Sorta interested,Best math professor Ive ever had Explains things clearly but quickly and hes just a lot of fun Not much more I could have asked for,0,0,1
English,03/31/2010,Really into it,His class discussions sometimes go over my head It feels like a few students carry the discussion and he assumes the rest of us know what hes talking about Still hes a funny guy and if you do the reading youll be okay Very wellorganized class and he knows what hes talking about,0,0,1
Philosophy,11/03/2005,Sorta interested,Very clear and gives almost no homework,0,0,1
Chemistry,11/29/2006,Really into it,class could get a little dry sometimes but cathy is awesome  she is energized about what she does and completely willing to work with her students outside of class  REALLY great professor,0,0,1
Physics,10/22/2011,Really into it,Really knows his ps and qs and Im not talking about generalized either You have to work but its physics,0,0,1
Religion,12/17/2008,It's my life,Brother Merrill pushes his students past their learning comfort zone so that his students can understand and interpret the scriptures in their own way He helped me open my eyes and to look deeping into the text Thank you Brother Merrill,0,0,1
Sociology,07/17/2012,Sorta interested,Brother Stokes is very interesting and if one pays attention in his class there is a great deal to be learned He has a style and his rate of speech is a slower pace but he is a great teacher I would take his class again in a heartbeat,0,0,1
Mathematics,09/13/2005,It's my life,Bro Bessey is not only hillarious but I found him to be a good teacher  His tests are multiple choice and straightforward and even if you screw up theres always extra credit  Overall I found it to be a good class,0,0,1
Economics,10/27/2014,Really into it,Great professor Explain concepts vary clearly and lectures are fun to attend Very long homework His posted all the past exams so you have plenty resources available to prepare yourself ,0,0,1
Fine Arts,04/11/2005,It's my life,He is fantastic I like dance more after taking his class,0,0,1
Engineering,03/14/2005,Sorta interested,not too bad   good guy,0,0,1
Mathematics,11/03/2013,Really into it,Eoin is probably the best instructor I have ever had He explained the subject matter better than my professor and in less time He definitely cared about his studentshe would come over and look at every students classwork and never had trouble dispelling confusion He made calculus easy He is also very personable I highly recommend him,0,0,1
Economics,05/07/2009,It's my life,One of the best lecturers I have ever had you do not need to read the book because her lectures cover the information perfectly Tests are hard and discussion is very helpful,0,0,1
Foreign Languages & Literature,11/19/2006,Really into it,She knows what shes teaching and has a lot of insight She is very kind and is very personable I DEFINITLY recommend her for a religion class,0,0,1
History,01/10/2007,It's my life,I think I gained a much greater understanding of the cold war and why the nuclear arms race was so great for America in his class If not for nukes the US wouldnt have beat the Russians in hockey in the American Olympics in 1942 Johns is a great teacher and a greater American Plus hes hot,0,0,1
Humanities,08/23/2011,It's my life,He was an awesome teacher Took his Book of Mormon class All you pretty much had to do was read 10 pages every day and take a quiz on them the next class Made it so easy to understand Awesome guy too very funny,0,0,1
Business,12/21/2006,It's my life,This guy is hilarious and has probably the most interesting lectures of any class I have had at UW  His test are not easy and require a lot of work  Kuzahara is willing to go out of his way to help any student that needs it  Great class and professor so you should definitely take it,0,0,1
Physics,12/08/2010,Sorta interested,I liked how he used examples that we could understand from our previous knowledge and experiences to explain concepts,0,0,1
Philosophy,11/25/2013,Sorta interested,This was the core class of the FIG I took first semester of freshman year Harry was fantastic He works hard to make his students comfortable sharing and providing evidence for their opinions while rarely divulging his own He is very helpful with papers when you visit him at office hours If you want to take a FIG his is the one to take,0,0,1
Languages,05/22/2012,It's my life,I absolutely loved this class If you keep up on the reading you will get a good grade You will become extremely knowledgable about Eastern European vampire foklore,0,0,1
Geography,08/16/2011,It's my life,Great class keeps you interested the whole time Doesnt grade attendance but if you want an A go to class Since there is no textbook class notes are super important Fun teacher and you will learn a lot about this wonderful world,0,0,1
Physical Sciences,04/16/2008,Meh,I am not a big science person but I enjoyed this class for the most part the joke half way through class was really nice  ,0,0,1
Business,10/25/2013,Low,Doug is the man He definitely has been my favorite professor at BYU Very down to earth Great at bringing marketing to life,0,0,1
Mathematics,06/13/2013,It's my life,I am not a fan of math and she made it so that I loved doing homework and helped me be excited about what I was learning,0,0,1
Chemistry,01/11/2006,It's my life,Chem 105 is going to be hard no matter who you have Dr Lamb is probably the best teacher you can have for this class There are lots of different things that count toward your grade not just exams He has you do lots of homework so be ready for a heavy load but its definately worth it Make sure you really know the material for his tests,0,0,1
Dance,03/31/2010,It's my life,My favorite dance teacher Very good at what he does,0,0,1
English,06/20/2012,Sorta interested,I really like Bro Bird because he is generally very clear with what he is discussing and is very helpful making you understand He is also very good at sparking new questions into your mind He does make you read A ton But other than that hes great,0,1,1
Art History,05/24/2012,Sorta interested,Attendance is required but you almost exclusively watch movies with some analytical discussions If youre interested at all in film this class is a great choice Be aware that this is a class studying on the entire history of film so until the last two weeks of class the movies viewed are very old but he tries to keep it interesting,0,0,1
Physical Sciences,10/10/2013,Sorta interested,Dr Ware is fantastic  This is a difficult class  Not impossible by any means but it requires work  Dr Ware does an excellent job of helping otherwise hardtounderstand concepts stick  And hes hilarious  Love this man,0,0,1
Science,12/02/2008,Sorta interested,Dr Bell is far and away the best teacher Ive ever had His lectures are informative and a lot more enjoyable than I expected His homework sessions are invaluable and I feel that Ive learned far more in this class than any other Ive taken Fantastic teacher absolutely one of the best at the school,0,0,1
Biology,05/10/2013,Sorta interested,Great Class for a broad look at animals Pretty simple if you attend lecture and keep up with the notes No homework just three exams and a final and extra credit clicker questions Would recommend for anyone with an interest in animals and for people who need a science credit,1,0,1
Anthropology,02/13/2006,It's my life,Fun interesting class  Not that easy but easy enough Funny charming guy,0,0,1
Anthropology,03/11/2005,Really into it,He is very knowledgeable and interesting  Well informed on current issues and is open to student input and ideas  Always makes time for students,0,0,1
Chemistry,04/28/2009,Meh,makes boring introchemistry fun with his humor and great personality I absolutly loved this guy,0,0,1
Biology,12/10/2013,Really into it,Is a great teacher is willing to help you if you have questions You get the letter grade depending on how much effort you put into memorizing the curriculum His helpfulness is dependent on you asking questions,0,0,1
Biology,12/10/2009,Low,It was a very informative class but I would like it better if the professor would go over the tests since tehy are comprehensive It would be nice to know what questions I am continually getting wrong and right,0,0,1
Criminal Justice,12/11/2008,It's my life,amazing,0,0,1
Chemistry,04/19/2008,Really into it,Dr Lamb is an awesome teacher He explains concepts very well Need Chem 10563 This guy has the most experience and you wont regret Chemistry is a tough subject I hope you had some chemistry before otherwise you will need to put in a LOT of time 3x5 note cards allowed on all the tests I got high As on every test All tests are cumulative,0,0,1
Geography,12/08/2005,Really into it,Dr Jackson is great really gives a good insite on the world and brings some spirituality as well as humor to the class  Great teacher,0,0,1
Mathematics,12/16/2009,Sorta interested,Good professor cared about what he taught a great deal  The only complaint I have about him is that he deals with proofs way too much and they are never on exams  Extremely difficult class so I wasnt expecting it to be easy in first place  Exams are difficult which is to be expected,0,0,1
Dance,07/28/2010,It's my life,Curt is a great teacher He is friendly downtoearth incredibly knowledgeable and is great at explaining difficult concepts This class is not easy but it is rewarding Theres a lot of memorization from the books but its really useful later I wish I would have taken the Standard section too,0,0,1
Accounting,05/07/2009,Sorta interested,Interesting class and a funny guy Holds it down,0,0,1
Accounting,08/18/2005,Sorta interested,He was very enthusiastic and knew his material well His Quizzes and MidtermsFinals were challenging though,0,0,1
Mathematics,11/08/2012,Really into it,Brother Startin is probably one of the best math teachers at BYUI His class is really upbeat and he assumes that you dont know anything from previous classes He explains things in stupid terms so that you can understand And he teaches you how to do everything on your TI89 Overall great teacher,0,0,1
Child & Family Studies,07/10/2008,Really into it,Great teacher she really knows her stuff If youre going into Nutrition then definately take her However this is not an easy class Dont take it unless you are prepared to treat it as one of your more difficult classes that semester,0,0,1
Communication,01/17/2015,Really into it,Prof Curtis is a nice guy that is passionate about COMMS The class itself is pretty easy except the paper on a book you have to read SNOOZE Open note tests so if you take good notes and stay awake for his eternal lectures you will get an A He just doesnt get the class involved with lectures which makes it REALLY long and boring,0,0,1
English,03/31/2011,Sorta interested,Ive always hated writing but I loved this class  Zach got me excited to write  Class was never boring and hes a fair grader  Also he doesnt make you do pointless assignments  Hes really approachable and always willing to help  Would definitely take from him again,0,0,1
Horticulture,08/31/2013,Low,He is a hard teacher to take tests from but a really cool guy who loves the outdoors,0,0,1
Mathematics,12/19/2007,Really into it,THE GOOD NEWS He explains everything thoroughly in a way that is easy to understand I definitely learned a lot THE BAD NEWS TONS of homework Lots of late nights Even when homeworks were started ahead of time,0,0,1
History,08/20/2011,It's my life,I learned a lot in this class and the books were an interesting read If you like to skip class on a regular basis do not take this class The two tests were based primarily off of lectures and were very subjective but were not too difficult if you attend class and take good notes,1,0,1
Economics,01/05/2014,Really into it,Fantastic lecturer but a lot of work There are weekly assignments that would take hours upon hours but did help with my understanding,0,0,1
