dept,date,interest,reviewText,helpcount,nothelpcount,label
Humanities,12/12/2006,Low,I had her as a Humaniteis teacher  She definitely loves what she teaches  A lot of information is given in class lots of notes  reading  assignments at least 3 times a week that we had to submit responses online which would be graded  we learned by looking at a lot of pictures but you still had to memorize lots of historical facts and dates,0,0,1
Foreign Languages & Literature,03/28/2012,It's my life,This was one of the best classes that I have ever taken Michael Paul is a great teacher he knows a lot about the subject he has a good balance between hard and easy he understands students very well and his classes are enjoyable,0,0,1
English,12/16/2005,It's my life,Daigle is AMAZING  If you have to take a lit class or even if you dont I suggest you take 169 with Daigle  The texts are very interesting and all connect well with eachother not to mention everyday life  Extremely funny man I loved going to class even though it was at 6pm every tuesday and thursday,0,0,1
Business,03/27/2014,Sorta interested,Professor Brau really really loves finance and he makes you love it too  His lectures are engaging and he does a great job of breaking things down  He takes notes along with you in class  He uses a lot of abbreviations  Sometimes he gets a little intense,0,0,1
Social Science,01/02/2006,It's my life,Awesome class  Its easy its fun and you learn a ton I highly recommend Dr Barlow,0,0,1
English,12/05/2005,Really into it,awesome,0,0,1
Fine Arts,06/23/2005,It's my life,dancing is very enjoyable when he is the instructor  MAkes you feel comfortable and he always can make you laugh I had a blast in the class,0,0,1
Computer Science,03/29/2010,Sorta interested,I previously reviewed this professor that Id taken 670 with him and went on to take 660 The class material was rather dry but all in all it was presented in a rather interesting manner I enjoy his style of teaching he offers frequent extra credit if you attend class and if youre not getting an A show up to classI would recommend this prof,0,0,1
Political Science,12/10/2013,Really into it,One of my favorite professors at OSU His lectures are pretty thorough and doesnt require that you do the readings There is a midterm and a final and prepares you for the questions in advance I would recommend taking him,0,0,1
Sociology,12/05/2006,It's my life,Joe Elder has lived an incredible life and is the kind of guy whod make a great grandpa full of stories So many Mondays I showed up to lecture only to receive a handout from which he read aloud during class waste of time What makes the class worthy are the discussion sections try to get Robert Schoville and what youre willing to put in,0,0,1
Mathematics,07/06/2012,Sorta interested,People give him a bad rep because he makes attendance mandatory and make you actually learn He is one of the greatest Math professors I have ever had he offers more then enough resources and practice Videos are extremely helpful but sometimes a bit long If you arent able to pass his class you have other issues to be concerned with,0,0,1
Humanities,01/10/2007,It's my life,Funny lady she makes her subject really interesting I enjoyed her as a teacher and I enjoyed her class however I wish we got more explanation and feedback on papers and tests Those always seemed a little ambiguous You must work hard in this class but its worth it,0,0,1
Engineering,12/14/2012,Really into it,By far one of the best professors the dept has He made difficult material easy to understand Get the textbook bc he heavily relies on it Very easy to do well in his class if you go to class bc his exams have problems done in class Great guy easy to talk to,0,0,1
Languages,11/21/2011,Sorta interested,the class is a breese and you dont have to go to lecture,1,1,1
Sociology,12/19/2008,Meh,I love Bobbi jst because she is a sweetheart She is very friendly Go to her with questions she is very helpul,0,0,1
History,03/13/2013,Really into it,Overall a very good professor teaching an interesting course She has a reputation for tough grading but she knows the subject well and gives great insights I wouldnt call HSCI1715 an easy course for a libed filler but if you find that kind of thing interesting I highly recommend it especially with Prof Alexander,0,0,1
Computer Science,01/14/2010,It's my life,Very interesting class Explanatory organized clear excellent slides and handouts Hes clearly knowledgeable in his area of expertise programming languages and compilers A bit hard but very fun and useful project You can easily ace the exams if you listen to his teaching and you carefully study his slides Highly recommended,0,0,1
Physics,05/05/2010,Low,supernice guy at first he comes off a little pervy but you get used to it  hes really apporachable though and he genuinely cares about the students in the class  and he always has really good demos and stories class is never boring,0,0,1
Exercise & Sport Science,08/09/2007,Low,Keeps the atmosphere light and is a good overall instructor although he may forget to teach fundamentals as he gets confused with whether he taught something to one class or another,0,0,1
Languages,12/03/2012,Really into it,I had Nels for 1001 and 1002 and I loved him I have a different prof for 1003 so I can compare the difference Nels focused more on us actually learning the material instead of being super strict with deadlines for homeworkI really had a grasp on the material and he made it a great class even though it was every dayIf you can get himdo it,0,0,1
Mathematics,11/01/2007,Meh,If you study a moderate amount you are guaranteed an A The lectures are kind of boring but he is very thourough And I dont mind looking at him either ,0,0,1
Religion,10/17/2006,It's my life,Bro Gib is awesome I had his class last winter smester and I wish he taught other religion classes because hed help me appreciate the BOM so much more and strengthened my testimony He is the all time best BOM 122 professor and I couldnt and wouldnt reccomend anyone else other than this guy,0,0,1
Literature,09/18/2013,Really into it,I took this class in 95 and found it to be 1 of the most difficult courses I ever took His multiple choice exams were incredibly difficult  I studied and studied and studied and went in to see him on multiple occasions and still got a BC  Loved the class but the return was small for the enormous effort I put in,0,0,1
Economics,11/23/2008,Sorta interested,Prof Kelly is one of the best econ professors Ive ever had She goes over everything multiple times so that you have it ingrained in your mind And she always ties everything she teaches into the modern world in one way or another An amusing professor that makes econ relatively interesting take Prof Kellys class Just attend lecture,0,0,1
Chemistry,10/31/2009,Low,Great Prof,0,0,1
Chemistry,12/23/2013,It's my life,I have never and probably will never have another professor as dedicated as Dr Zellmer The class is difficult but he challenges his students to truly learn the information If you meet him halfway you should be successful and get a better chemistry experience than youd expect going in,0,0,1
French,01/12/2012,It's my life,Mme Thomspon is very strict and expects your best work but is a phenomenal teacher the class may be difficult but taking it from her makes the French language easier She is very helpful and always willing to elaborate if you are respectful of her expectations of you as a student Would definitely recommend taking any class from her you can,0,0,1
English,02/25/2010,Sorta interested,Michael is awesome Hes hard if you dont go to class though But if you do go he literally tells you everything he wants on the tests If you just listen to what he says you will get a good grade on the exams Also the papers are super easy and again he tells you what he wants He also gives good feedback if you didnt do so well,0,0,1
Biology,03/31/2005,Really into it,her teaching style is fine and so is she,0,0,1
Physics,01/05/2011,It's my life,One of my three favorite teachers in the department He is both challenging and helpful You will learn more from him than most other teachers on campus If you have the option take your class from this professor,0,1,1
Psychology,01/17/2005,Really into it,Seriously one of the beest teachers I have ever had Always willing to help you out or just listen and give good advice Really good at remembering names,0,0,1
Engineering,04/29/2005,Sorta interested,Good guy He says he grades hard but he really doesnt No tests and notes dont need to be taken,0,0,1
Languages,04/17/2007,It's my life,Great teacher She is the reason that I decided to study spanish,0,0,1
Religion,11/04/2013,Low,Brother Black is one of the best religion professors on campus I have learned so much from him and have come to love my scriptures a lot For sure best decision of taking his class,0,0,1
Chemistry,12/22/2012,It's my life,She was a very sweet lady The lectures werent bad either she had a good mix of concepts and examples that we worked through together I recommend you print out the slides and fill in the blanks I didnt do that but I kind of wish I did Office hours before exams were very helpful too,0,0,1
Computer Science,09/30/2009,Sorta interested,Dont be a slacker Just do the work Study Succeed This is a college course Its not as hard as people are making it out to be,0,0,1
Chemistry,10/16/2011,Sorta interested,Wonderful teacher She really loves what she does and is good at explainingclarifying material Posts lecture slides online and testsquizzes are straightforward,0,0,1
Near Eastern Studies,04/24/2013,Really into it,One of the best teachers Ive ever taken at osu The class was super easy and ryan is hilarious If youre even considering taking him dont even think twice,0,0,1
Engineering,12/16/2004,It's my life,Started out to be rather boring and difficult but turned out to be an awesome professor  The class is a difficult one but he is a good professor I would recmomend him,0,0,1
Languages,07/31/2008,Really into it,She was toughI had to work hardBut this class was the BEST Spanish class Ive ever takenI worked the hardest Ive ever worked in a Spanish class but I also learned THE MOST Spanish Ive ever learned in a semesterHIGHLY RECOMMEND for anyone seriously interested in learning and truely understanding Spanish grammar etc,0,0,1
Economics,03/07/2014,Sorta interested,Clear lectures make it easier to understand the book  People around me were getting Cs and Ds on the exams so not everyone found it easy,0,0,1
Mathematics,12/27/2014,Really into it,He really is an awesome guy his lectures started off being very unhelpful but it got a lot better as the semester went on If you want help he will help you and he is very  clear and very good at explaining things in smaller groups1 on 1,0,0,1
Humanities,04/10/2012,Sorta interested,Professor Ransom is great She knows her stuff is is very happy and helpful and makes class time interesting All too often people use this site to blame their teacher for their own shortcomings Do your work dont come to class with the wrong attitude and youll do well Amazing how that works Loved the class learned a lot,0,0,1
Chemistry,12/07/2010,Low,Bro Rawlinson is a hard teacher but chemistry is a hard subject to teach as it is  You will do well if you pay attention and do your best,0,0,1
Political Science,12/11/2007,Really into it,he is hilarious and really knows how to relate to his students always makes jokes about being hung over but really knows what he is teaching his exams are very fair and he gives you study guides before all exams which are very helpful overall he really knows what he is talking about is hilarious and is very fair in the exams grades and curve,0,0,1
Social Work,03/27/2005,Sorta interested,wonderfule teacher his class is hard but he will not let you fail as long as you try he is great to talk to outside of class as well,0,0,1
Religion,10/27/2004,It's my life,Great teacher that is down to earth and doesnt pretend to be perfect  Doesnt preach but makes you want to  be a better person  I would highly recommend Brother Hayes because of his sense of humor and ability to interest student and bring the spirit into class,0,0,1
Religion,11/09/2005,It's my life,Bro Garr is the man  His class is perfect  Its uplifting and enjoyable  Ill take the second half of the DC from him  Almost every class starts with a grabbera cool story thatll get your attention and make things fun,0,0,1
Mathematics,07/15/2009,Really into it,I had Dr Meyers as a professor about 5 years ago  The class was Advanced Linear Algebra  He takes pride in teaching and he challenges the student  I learned a lot in his class  He was also very helpful in his office hours  Im not surprised that this new generation of student who wants to be pampered is challenged by this man,0,0,1
Mathematics,05/08/2005,Low,For me he was an enjoyable professor that was able to keep you entertained throughout the semester  Helpful office hours if you ever go  Cares about the students not a very difficult class  Id take him again if given the option,0,0,1
Chemistry,01/07/2015,Really into it,She throws some curveballs on the midterms but she also gives you practice midterms and if you study those enough youll do fine I loved all her demos and thought she had a lot of passion and excitement for her 8am lectures certainly made attending class more worth while She teaches you everything you need to know and does lots of practice,0,0,1
Mathematics,10/17/2011,Low,Not sure why all these peeps are saying dr conner wasnt very good I enjoyed this class and his funny nerdiness He is very approachable but will let you know if you are acting like an obnoxious knowitall He gives lots of examples that are different from the book Grades very kindly Great Teacher,0,0,1
Mathematics,01/07/2007,Sorta interested,The class was pretty tough but Dr Bakker is a genius  He goes over problems in class and was always really helpful in the Math lab  The homework is tough and mandatory but the tests are easier  Even so I still had to go over everything we learned in class by rereading the chapter in the textbook,0,0,1
Chemistry,01/14/2014,Really into it,Although Brian can seem like a jerk sometimes he is a very good teacher  As long as you put the effort into his class it is very manageable  Completing the practice problems and the practice tests is necessary to succeed in the class,0,0,1
Accounting,02/15/2007,It's my life,I lovved this class Marc explained it very well even though lectures are on line Compare to Accounting 212 this class is so much more structured and easier to understand No need to buy book book is only for recitation and honetly i didnt even open it once,0,0,1
English,04/02/2011,Low,She gives a lot of work but after taking her class I know how to write well She gives you as many chances as you need to do it write Great teacher if you go with an attitude of wanting to learn,0,0,1
Science,09/10/2008,Sorta interested,Dr Allred is hilarious and fun  Passed out 300 copies of the syllabus by throwing them across the room sings quotGod Rest Ye Merry Physicistsquot  Very kind to students almost to a fault  Highly recommend him  Caveat hes very disorganized and spends too much time on class business ie trying to get the clickers and tech stuff to work,0,0,1
English,02/01/2011,Low,Dudes a boss,0,0,1
Mathematics,11/06/2004,Sorta interested,EASY,0,0,1
Religion,11/10/2005,Really into it,The class itself is awesome  I really learned a lot about personal study  If you want a class where you dont study the storyline but instead study the doctrine then take this class  He tells you what is on the test its mostly memorizationthe only problem I had with him is that he has a tendancy to be veryintense and overboard good man,0,0,1
Mathematics,02/22/2013,Low,Great teacher He reminds me of my high school teacher Although I am a Chinese I can understand him effortlessly,0,0,1
Social Science,04/05/2012,Really into it,As you can see everyone who takes this class loves it An amazing class that helps you gain a testimony of marriage answers any question you might have causes you to grow as a person  teaches you so much Dr Carroll is respectful clear  teaches the material SO well You dont have to be dating anyone or ready for marriage TAKE THIS CLASS,0,0,1
Languages,12/20/2011,It's my life,She is very nice and always wants all of her students to do well  I thoroughly enjoyed taking this class with her and I highly recommend her,0,0,1
English,02/07/2007,Really into it,She is willing to take extra time aside to help you on assignments and teaches you a lot even though it might not seem like youll use the things you learn you do,0,0,1
English,04/05/2005,It's my life,Amazing Professor Anyone thinking of taking a class that you really want to learn in should heavily consider Lekas Not only is she a great professor she also is relatable on a human level She listens to you gives good feedback and treats you like a person something overlooked by many teachers,0,0,1
Business,08/19/2011,Low,Teaches to undergrads  He seems like he wants to teach strategy only so he just uses IT framework to discuss strategy  He has you write a research paper on something of your own choosing  Grading is very subjective  Not a good class at all,0,0,1
Accounting,01/06/2012,It's my life,He is a excellent professor and his exams are really fair He has a sense of humor and makes classes interestingVery good person and really helpful,0,0,1
English,11/22/2005,It's my life,I think Ellen is a very insightful and fun professor  She knows her stuff  When she asks questions she expects you to really dig deep and find an snswer  She is very thorough and fair when grading papers  You really have to try hard in her class its not a cakewalk,0,0,1
English,05/03/2006,Sorta interested,Great teacher Nice and relaxed ENG 315 is a busy class lots of work and writing Overall I learned a lot but I didnt like all the assignments,0,0,1
English,08/07/2012,Really into it,She expects a lot from her students but provides really concise and helpful information to help them meet those expectations Her class is really interesting and she makes learning fun and relevant Everything you learn in the class will be extremely helpful for future classes,0,0,1
Anthropology,12/01/2006,It's my life,If you want to do well in this class be prepared to attend class and pay attention  Jules was willing to answer questions and keep discussions on track  Some of what was covered was depressing but important to be aware of  Would reconnebd for serious student only,0,0,1
Engineering,11/03/2008,It's my life,I love this class,0,0,1
Geography,06/17/2009,Meh,Professor Lewis is a great teacher I thought geography was just learning maps and useless facts about countries but he brings it into a new prospective You will learn a TON of new info Although he does stress his quotpolitical agendaquot he does keep it fair and does say that it is just his opinion Highly recommend,0,0,1
Psychology,04/12/2010,Sorta interested,Ross is probably one of the funniest professors at BYU He made getting up for an 8 am stats class completely worth it I loved this class Not only was he hilarious he also explained the concepts really well PS Ask him about the time he stole a dog,0,0,1
Religion,11/16/2007,It's my life,I loved going to his class,0,0,1
Political Science,10/22/2014,It's my life,Abernathy has been my absolute favorite teacher at the U I love his lecture style outlines that you follow along taking notes Exams were extremely easy as long as you had your notes to go off of to complete the study guide Readings are NOT necessary Super easy grader on the final paper for 3319 I wrote it the day before and got 100 ,1,0,1
Biology,11/29/2012,It's my life,Professor Day is super passionate about genetics and really cares about his students he wants everyone to succeed That being said the class isnt easy and sometimes lecture is hard to follow There is no required textbook so going to lecture is super important and I would recommend getting a supplementary textbook for misunderstandings,0,0,1
Psychology,07/24/2007,Sorta interested,Great Teacher and Person She has a corky personality but she is fun and really into what she is teaching Easy A if you go to class and the review sessions,0,0,1
Mathematics,06/03/2007,Meh,Fantastic professor Great lecturer goes over examples and does not quit until everyone in the class understands Homeworks werent graded but he does go over any questions students may have His quizzes are easy his exams are fair Make sure to do all of the homework bc many exam questions are variations of old problems And attend lecture,0,0,1
Political Science,04/30/2013,Really into it,Great instructor and very easy to get an A,0,0,1
English,03/19/2010,Really into it,easy A class extremely easy short class time he is very passionate good teacher,0,0,1
Geography,11/17/2012,It's my life,Absolutely loved this class Awesome professor with a true passion for what hes teaching By far my favorite class at UW so far Exams are easy if you do the study guides and go to lectures which are really worth listening to Really looking forward to taking 506 with him next semester,0,0,1
Biology,12/19/2005,It's my life,Great professor Very enthusiastic and knowledgable  Very helpful and definitely a nice guy,0,0,1
Social Science,12/07/2004,Low,Very good teacher Loved her class,0,0,1
Fine Arts,02/21/2005,It's my life,Yay for field trips ,0,0,1
Horticulture,07/20/2013,Sorta interested,He is tough but fairHe will teach you the material well but you need to do your part and study for the tests,0,0,1
Religion,11/07/2014,It's my life,Definitely one of the most inspiring religious professors I have ever taken a class from His discussions are without fail uplifting and inspiring He is very knowledgeable meaning he spews details everywhere which are difficult to keep up with sometimes but I learned so much from him Great class,1,1,1
Linguistics,10/04/2011,Really into it,Very interesting professor who is well respected throughout the entire language industry Loved that he took the time and energy to take the class across the US to the annual ATA Conference That was not only the highlight of the class but also one of the best things I did during all 4 years of school,0,0,1
English,11/02/2005,Sorta interested,Great teacher  Grammer is a hard class but he made it fun,0,0,1
Communication Studies,12/21/2014,Sorta interested,Hes one of the tougher public speaking profs but take him if you want to actually improve your public speaking skills Funny videos shown in class great sense of humor and gives really nice feedback on speeches though his handwriting is indecipherable ,0,0,1
Computer Science,09/23/2013,It's my life,Dr Goodrich takes special care to ensure that each student understands the material which is admittedly quite dense Very difficult class but you cant go wrong if you do the readings and seek frequent help from Dr Goodrich He provides lots of solid examples with each lecture that drastically helped my understanding,0,0,1
Spanish,03/14/2012,It's my life,Alex was a fantastic professor He made the classroom environment very comfortable and fun for everyone You will be learning quite a bit without even knowing By far my favorite teacher at OSU so far Youll love him Everyone does,0,0,1
Chemistry,04/25/2005,Sorta interested,I love you Dr Bursten,0,0,1
Economics,12/04/2013,Sorta interested,Cutie patootie  He makes class enjoyable and explains material well  I recommend him,1,0,1
Engineering Graphics Tech.,02/01/2012,It's my life,Awesome professor made everything extremely simple when questions were asked,0,0,1
Chemistry,12/23/2010,Sorta interested,OChem isnt known for being the easiest class  But between his lectures and his grading curve it isnt too bad  You have to work a ton to get an A but getting a B isnt too tough if you do the practice tests and read once in a while  His test style is pretty easy to pick up on,0,0,1
Information Decision Sciences,12/15/2012,Really into it,Best professor I have ever had  Class is super tough but you will learn more in this class than any other class  Go to class do the readings do group work on time and you will be fine  Corrie is there to help you,1,0,1
Theology,06/23/2006,Really into it,An awesome teacher  One of if not my favorite class of the semester,0,0,1
English,11/21/2014,Really into it,Brother Harrel is the best He comes to class and first of all turns on some metal music But you also learn so much in his class Other students grade your essays but you have clear criteria Would take him again any time He only wants you to succedd and is willing to help any time,0,0,1
Economics,03/18/2010,Sorta interested,This class really got me into economics  Gandhi is a great lecturer  his slides are fun and easily to follow  But most of all hes a great speaker  he wants you to know this material and puts it all in a context that you can understand  The class is very easy as long as you can apply basic logic and simple math to the concepts presented,0,0,1
Geology,08/02/2010,Really into it,Fairly boring class but interesting subject material Lectures are pointless but you need to take notes because exams are made up of minuscule facts If you are religious prepare to be insulted for the first three solid days and once a day the rest of the semester,0,0,1
Accounting,05/17/2006,Sorta interested,He is awesome very knowledgeable and helpful Goes through many examples and really helps you to understand the material and how to work through problems One of the best teachers Ive had so far,0,0,1
Chemistry,05/11/2012,Really into it,Matt is a phenomenal professor  Not only does he really love teaching but he also genuinely cares about how well his students do  Tests are challenging but if you study and really know your stuff youll be just fine  Problem sets are very helpful and emulate exam questions  Dont fall behind  Easily one of the best professors on campus,0,0,1
Ancient Scripture,04/18/2014,Really into it,She makes the Book of Mormon seem more like a novel and less like a textbook which makes it easier to understand Class discussions are engaging and she often has several quotes to explain things better A very generous grader but be sure to stay on top of ALL work or youll lose your easy A Genuinely interested in her students,0,0,1
Social Science,02/06/2008,Sorta interested,I loved prof curry He is really a great guy and is dedicated to helping us learn He really cares about the subject and enjoys teaching He is a very genuine guy,0,0,1
Psychology,01/19/2008,It's my life,Best professor Ive EVER had  He loves his job and loves his students  And you can tell in the classroom  Is always smiling and pleasant and ready to help or have a conversation about anything  I think hes retired now but for anyone who got to have Chuck feel lucky  Definitely meet with him if you ever have the chance,0,0,1
Foreign Languages & Literature,03/22/2011,Really into it,Hilarious and good teacher He knows his stuff and quizzes every single day on reading material I had a great time in his class SOOOO FUNNY,0,0,1
Biology,10/29/2013,Really into it,Bro Young is a really great teacher He is always willing to help out and really tries to make sure you learn about the subject Class is tricky but he is very helpful,0,0,1
Sociology,08/16/2011,It's my life,Yeah Class prepared me for getting a job  Just now finished the academy and can support my family Tatem inspired and prepared me  There is lots of writing and assignments but they are good for those who want cop type work,0,0,1
Astronomy,11/11/2008,Low,Amazing teacher Fun examples and little experiments in class Dont buy the book I havent used it once Difficult exams but all the material is covered in lecture Best professor Ive had so far He actually made astronomy interesting to me which it never was before,0,0,1
Religion,12/20/2010,It's my life,Awesome teacher  He is by far my favorite religion teacher  Easy class and very uplifting  Homework is just a 1 page reflection to the reading and most of that is just answering questions and your insights its really easy and no final or midterm  Would HIGHLY recommend taking a class from him,0,0,1
English,01/20/2008,Sorta interested,Lectures could be enthralling or absolutely grating Really a toss up but no doubt that she knows her stuff,1,0,1
Engineering,06/13/2010,It's my life,The class was easy for me because I had 34 of the class already from a previous university but its not that hard in the first place if you have the math background  I love this professor  He explains concepts really well and works out examples with us and he doesnt try to randomly trick us  Also hes hilarious,0,0,1
English,05/16/2007,Sorta interested,Difficult class Great professor Expect to work a ton and expect to participate during class  dont daydream because youll feel like an idiot She involves everyone and is very respectful of comments But she does expect a lot from students Great professor,0,0,1
Religion,04/13/2009,Really into it,Professor Freeman is a great teacher  Lecture is always interesting and the time usually goes by fast  The quizzes in this class are easy but the midterm isnt  The average on the midterm this semester was in the low 80s  Study hard if you want an A,0,0,1
Religion,10/08/2008,Sorta interested,Bro Black makes learning a lot of fun  He is so energized and enthusiastic about the scriptures that you are catch the feeling too  He teaches doctrine out of what the scriputes and will let you know what his opinion is  I highly recommend Bro Black,0,0,1
Economics,11/13/2013,It's my life,She is a fantastic professor make everything real clear Especially try to help everyone understand the materials Give lots of resources to help you achieve a higher score,1,0,1
Science,02/26/2006,It's my life,Best professor Ive had thus far,0,0,1
Philosophy,02/28/2012,Low,Professor Vranas is great at teaching the subject and material He is funny and his lectures are informative and entertaining Although not mandatory I would highly recommend not missing any lectures especially in the final 13 of the semester as it is becomes incredibly difficult but doable with the right amount of effort,0,0,1
History,04/05/2006,It's my life,I took IS350  IS553 with Dr Steneck He is one of the best instructors I have ever had As long as you pay attention in class and do the readings you will be fine He is always willing to meet with you if you have questinsproblems with the material,0,0,1
Religion,10/24/2011,Really into it,This was a great class  It was really interesting I learned a ton and Professor Properzi was always very prepared for class  I really appreciated how wellorganized the class was because it was always very clear what was expected of us and it was a very even workload throughout the block  There are also no exams except for the final,0,0,1
Mechanical Engineering,06/03/2009,Really into it,Great teacher doesnt deduct late work and very helpful if you can find him Easy A,0,0,1
Mathematics,04/11/2013,It's my life,Sean was super helpful The class ends up being quite easy as long as you try and laugh at his jokes in class Interested in helping people learn Dont need to be the most clever person to get an A,0,0,1
Biology,12/16/2014,Really into it,He has very informative lectures and his assignments are very helpful,0,0,1
Physics,08/12/2010,Meh,He was the bomb  Always had cool demonstrations  Too bad hes retired,0,0,1
Writing,08/07/2012,Low,Shes up to date with her knowledge and assignments She doesnt use old books writings etc She uses timely and interesting topics It is some work but you will learn a lot and good skills and qualities to help in future writings,0,0,1
Science,12/11/2013,Meh,Best Chem Professor Ever I hated chemistry before I had him as a professor and now I like and understand chem he also writes his own book which saves you money and its more interesting to read than the other ones Take him and you will succeed as long as you put in the effort Very energetic professor too ,0,0,1
Political Science,12/13/2007,Sorta interested,Best class I had all semester Avramenko comes off as arrogant at first but then you really start to understand his sarcasm and his reasons for it Readings are very interesting and you will learn so much not just about political science or history but about life in general TAKE THIS CLASS,0,0,1
Physics,07/19/2010,Low,Before I took this class I had no interest in science Professor Hansen covered various topics and made every one of them interesting for me to learn about If I ever need or want to take a science class again I would try to get him as my teacher ,0,0,1
Environmental Studies,11/16/2006,It's my life,Best professor I have ever had without question  I am dumbfounded by the negative review  Cal is the NICEST old man ever and probably the most knowledgable person you will ever encounter  Class is a breeze if you just show up  You will learn a lot  TAKE THIS CLASS,0,0,1
Arabic,02/19/2010,It's my life,Hes a tough teacher and if youre not willing to show up there is no way youre going to pass However if you put in the effort youll be fine He really cares about his students and explains the material very well Hes intimidating some days and cheerful others so just be careful with him,0,0,1
Student Services,01/10/2007,Really into it,Brother Rash is a very nice guy and knows the subject very well Easy A and willing to work with you Class attendance is important random attendance quizzes Kinda interesting subject kinda fluffy but applicable,0,0,1
Psychology,10/29/2012,It's my life,Bro Lowry is an awesome teacher The class is hard but if you read and do the outlines seriously you can get an A His class time is a discussion on the reading material and will only lecture to explain it in more detail Tests are hard no projects HW is the outlines He knows tons about psych and is more than willing to take time to teach you,0,0,1
Business,05/11/2010,Really into it,PBR is the man He cares a lot about his students and manages to make a dry subject at least semiinteresting You have to know your stuff to get an A but thats due to the busines school curve Great guy,0,0,1
Mathematics,01/17/2008,Sorta interested,Borisov is an excellent lecturer  He explains things very well and does lots of examples  He also does a HW problem from the previous days assignment at the start of each lecture  Tests are fair and curved  He always has one tough question that only a handful of people answer correctly  Easy B or C,0,0,1
Economics,01/14/2014,Really into it,Very organized an clear What you need to know for exams is laid out in clear terms but the exams are short 20 questions mostly MC so if you get one or two wrong it really impacts your grade,0,0,1
Political Science,02/22/2012,Sorta interested,Really great professor one of the best Ive ever had Very friendly and communicates really well with the students The class wasnt too challenging but wasnt easy and I learned a lot Highly recommended,0,0,1
Chemistry,07/29/2014,It's my life,Best Professor at UW  TAKE HIM for orgo,0,0,1
Religion,03/13/2009,Really into it,He is a great teacher  Makes the class fun and exciting shares great stories but keeps the Spirit in the classroom I recommend him to anyone,0,0,1
Mathematics,11/02/2010,Really into it,He wants his student to suceed I thought he was pretty good Tried to make it fun,0,0,1
Classics,06/01/2005,Sorta interested,Prof Jusdanis requires hard work but I found that most of my class respected him and was willing to put in the necessary work  This was also a course outside of his traditional discipline so I suppose it would be interesting for me to take one of his lit courses,0,0,1
Art History,11/07/2011,It's my life,Dare I call him Christian63 He is absolutely my saviourin all things art historical of course A genius worth every moment spent in the glory that emanates from an intellect burnished with passion and resolute perfectionism,0,0,1
Science,04/18/2005,It's my life,A pretty good teacher  He has a different way of teaching the class then most teachers but I think his approach helped  He is very concerned about his students and takes the time to get to know you,0,0,1
Spanish & Portuguese,05/04/2011,Really into it,This is a very challenging class but I did learn a lot  She is nice and so passionate about teaching spanish  However she is not really open to going over your papers so go to the writing center or ask others for help  Make sure you attend class and read because then the class is manageable and you can learn a ton,0,0,1
Writing,11/09/2013,Really into it,I loved taking this class from Adrian He is a great guy who is very genuine He knew everyone by name and was very funny I learned a lot while taking his class He made writing interesting to me Definitely recommend him,0,0,1
History,02/05/2007,It's my life,Must read the book and know your stuffhe is intimidating and calls your name off the roster and calls you out if you dont know the answer  Class is pretty easy though just read and attend  Very interesting and easy to listen to  Plus even in suspenders he is very nice to look at ,0,0,1
Classics,03/22/2011,It's my life,This is the third class Ive taken with him and he is fantastic Not only very good looking but so passionate about what hes talking about I cant help but be engrossed also Love him and his classes,0,0,1
Religion,05/11/2008,It's my life,Sister Burgons amazing Great teacher teaches from spirit feel spirit every class Part time teacher so not on campus all day but gives email address  home phone  is very reachable wants to help however she can 2 take home exams  final really easy 1 assignment pick topic to research dont write a talk just compile scriptures  quotes,0,0,1
Business,12/27/2013,Really into it,This was one of my easier classes this semester That doesnt mean it didnt require any work though so dont get lazy or youll do poorly The online textbook gave me so many problems submitting assignments and we always seemed to be behind because we watched too many long videos in class that werent THAT important But great guy and class,0,0,1
Geography,08/08/2012,Sorta interested,Make sure to download the powerpoints and take notes on them as she talks I loved this class but it really was hard until I figured out how to study for it When you read the book make sure to study your terms,0,0,1
Business,02/04/2014,Really into it,Awesome professor I think that he is able to make the material very clear If you dont have an interest in supply chain do not take his class If you are really in it for learning and bettering your life you will absolutely love the class It is very hard but a great investment for your future career Awesome professor Best professor I have had,0,3,1
Church History,09/13/2006,It's my life,THIS IS A MUST TAKE CLASSPROFESSOR FOR ALL BYU STUDENTS  He can answer ANY gospel question you have  Not only works with prems but also rms and girls  This class changed my life and if you pay attention it will also change yours  He is easy but I learned more in this class than I have ever in any other class,0,0,1
Mathematics,02/27/2013,Sorta interested,BEST TEACHER I HAVE EVER HAD AT OHIO STATE He literally sets his students up for success He is a funny guy yet at the same time you get a lot done I enjoyed his class throughly,0,0,1
Mathematics,06/07/2013,Sorta interested,Greatest teacher ever Really cares about students and just a great teacher you will learn math in no time RED HOT CHILLI PEPPER FOR SURE,0,0,1
Political Science,12/23/2010,Really into it,Knowledgable professor Very funny man and makes class interesting I looked forward to attending every lecture,0,0,1
Journalism,12/21/2008,Really into it,Wow what a special professor Highly recommend JOUR 1001 Mark is clear approachable enthusiastic creative he encompasses just about every character trait that makes a great teacher Take his class ESCPECIALLY if youre going to be a JourMass Comm major His class will provide a great foundation for your pursuits Cant say enough good things,0,0,1
Spanish,06/06/2005,It's my life,This teacher is a STUD Makes a very dificult class interesting and is very interested in your success By far the best professor ive had at stuffyBYU We really need more professors like him  Tests are very reasonable and he gives you every opportunity to succeed in the class Very inteligent and learned and classes are fun and informative,0,0,1
